id,group,order,family,genus,binomial,english,domesticated species,notes,Source
411,Rodents,Rodentia,Caviidae,Cavia,Cavia aperea,Brazilian Guinea Pig,,,FAO World Watch List - all RL Cavia spp.
412,Rodents,Rodentia,Caviidae,Cavia,Cavia fulgida,Shiny Guinea Pig,,,FAO World Watch List - all RL Cavia spp.
413,Rodents,Rodentia,Caviidae,Cavia,Cavia intermedia,,,,FAO World Watch List - all RL Cavia spp.
414,Rodents,Rodentia,Caviidae,Cavia,Cavia magna,Greater Guinea Pig,,,FAO World Watch List - all RL Cavia spp.
415,Rodents,Rodentia,Caviidae,Cavia,Cavia tschudii,Montane Guinea Pig,,,FAO World Watch List - all RL Cavia spp.
416,Rodents,Rodentia,Caviidae,Dolichotis,Dolichotis patagonum,Mara,,,FAO World Watch List 
417,Rodents,Rodentia,Caviidae,Dolichotis,Dolichotis salinicola,Chacoan Mara,,,FAO World Watch List 
418,Rodents,Rodentia,Caviidae,Kerodon,Kerodon rupestris,Rock Cavy,,,FAO World Watch List 
419,Rodents,Rodentia,CHINCHILLIDAE,Chinchilla,Chinchilla chinchilla,Short-tailed chinchilla,,syn. Chinchilla brevicaudata,FAO World Watch List 
420,Rodents,Rodentia,CHINCHILLIDAE,Chinchilla,Chinchilla lanigera,Long-tailed chinchilla,,,FAO World Watch List 
421,Rodents,Rodentia,Chinchillidae,Lagostomus,Lagostomus maximus,Vizcachas,,,FAO World Watch List 
422,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,Azara's Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
423,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta coibae,Coiban Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
424,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta cristata,Crested Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
425,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta fuliginosa,Black Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
426,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta guamara,Orinoco Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
427,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta kalinowskii,Kalinowski Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
428,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,"Red-rumped Agouti, Brazilian Agouti",,,FAO World Watch List - all RL Dasyprocta spp.
429,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta mexicana,Mexican Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
430,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta prymnolopha,Black-rumped Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
431,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,Central American Agouti,,,FAO World Watch List - all RL Dasyprocta spp.
432,Rodents,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta ruatanica,"Roatan Island Agouti, Ruatan Island Agouti",,,FAO World Watch List - all RL Dasyprocta spp.
433,Rodents,Rodentia,DINOMYIDAE,Dinomys,Dinomys branickii,Pacarana,,,FAO World Watch List 
434,Rodents,Rodentia,Hydrochoeridae,Hydrochoerus,Hydrochoerus hydrochaeris,Capybara,,,FAO World Watch List 
435,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix africaeaustralis,Cape Porcupine,,,FAO World Watch List - all Hystrix spp. on RL
436,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix brachyura,"Malayan Porcupine, Himalayan Crestless Porcupine",,,FAO World Watch List - all Hystrix spp. on RL
437,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix crassispinis,Thick-spined Porcupine,,,FAO World Watch List - all Hystrix spp. on RL
438,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix cristata,"Crested Porcupine, North African Crested Porcupine",,,FAO World Watch List - all Hystrix spp. on RL
439,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix indica,Indian Crested Porcupine,,,FAO World Watch List - all Hystrix spp. on RL
440,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix javanica,Sunda Porcupine,,,FAO World Watch List - all Hystrix spp. on RL
441,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix pumila,"Phillipine Porcupine, Indonesian Porcupine, Palawan Porcupine",,,FAO World Watch List - all Hystrix spp. on RL
442,Rodents,Rodentia,HYSTRICIDAE,Hystrix,Hystrix sumatrae,Sumatran Porcupine,,,FAO World Watch List - all Hystrix spp. on RL
443,Rodents,Rodentia,Muridae,Cricetomys,Cricetomys emini,"Forest Giant Pouched Rat, Giant Rat",,,FAO World Watch List 
444,Rodents,Rodentia,Muridae,Cricetomys,Cricetomys gambianus,"Gambian Rat, Northern Giant Pouched Rat",,,FAO World Watch List 
445,Rodents,Rodentia,Muridae,Mallomys,Mallomys rothschildi,Rothschild's Woolly Rat,,,FAO World Watch List 
446,Rodents,Rodentia,Muridae,Phloeomys,Phloeomys cumingi,"Southern Luzon Phloeomys, Southern Giant Slender-tailed Cloud Rat, Southern Luzon Giant Cloud Rat",,,FAO World Watch List - all Ploeomys spp. on RL
447,Rodents,Rodentia,Muridae,Phloeomys,Phloeomys pallidus,"Northern Luzon Phloeomys, Northern Luzon Giant Cloud Rat",,,FAO World Watch List - all Ploeomys spp. on RL
448,Rodents,Rodentia,Muridae,Praomys,Praomys daltoni,"Dalton's Mouse, Dalton's Praomys",,,FAO World Watch List - all Praomys spp. on RL
449,Rodents,Rodentia,Muridae,Praomys,Praomys degraaffi,De Graaff's Praomys,,,FAO World Watch List - all Praomys spp. on RL
450,Rodents,Rodentia,Muridae,Praomys,Praomys delectorum,"East African Praomys, Delectable Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
451,Rodents,Rodentia,Muridae,Praomys,Praomys derooi,"Deroo's Mouse, Deroo's Praomys",,,FAO World Watch List - all Praomys spp. on RL
452,Rodents,Rodentia,Muridae,Praomys,Praomys hartwigi,"Hartwig's Praomys, Hartwig's Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
453,Rodents,Rodentia,Muridae,Praomys,Praomys jacksoni,"Jackson's Praomys, Jackson's Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
454,Rodents,Rodentia,Muridae,Praomys,Praomys lukolelae,Lukolela Swamp Rat,,,FAO World Watch List - all Praomys spp. on RL
455,Rodents,Rodentia,Muridae,Praomys,Praomys minor,"Least Praomys, Least Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
456,Rodents,Rodentia,Muridae,Praomys,Praomys misonnei,"Misonne's Praomys, Misonne's Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
457,Rodents,Rodentia,Muridae,Praomys,Praomys morio,"Cameroon Praomys, Cameroon Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
458,Rodents,Rodentia,Muridae,Praomys,Praomys mutoni,"Muton's Soft-furred Mouse, Riverine Praomys",,,FAO World Watch List - all Praomys spp. on RL
459,Rodents,Rodentia,Muridae,Praomys,Praomys obscurus,,,,FAO World Watch List - all Praomys spp. on RL
460,Rodents,Rodentia,Muridae,Praomys,Praomys petteri,Petter's Praomys,,,FAO World Watch List - all Praomys spp. on RL
461,Rodents,Rodentia,Muridae,Praomys,Praomys rostratus,"Forest Soft-furred Mouse, West African Praomys",,,FAO World Watch List - all Praomys spp. on RL
462,Rodents,Rodentia,Muridae,Praomys,Praomys tullbergi,"Tullberg's Praomys, Tullberg's Soft-furred Mouse",,,FAO World Watch List - all Praomys spp. on RL
463,Rodents,Rodentia,Muridae,Praomys,Praomys verschureni,Verschuren's Swamp Rat,,,FAO World Watch List - all Praomys spp. on RL
464,Rodents,Rodentia,Muridae,Rattus,Rattus exulans,Polynesian Rat,,,FAO World Watch List 
465,Rodents,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,Coypu,,,FAO World Watch List 
466,Rodents,Rodentia,PEDETIDAE,Pedetes,Pedetes capensis,Spring hare,,,FAO World Watch List 
467,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus adamsi,Ear-spot Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
468,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus albescens,"Klosss Squirrel, Kloss Squirrel",,,FAO World Watch List - all Callosciurus spp. on RL
469,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus baluensis,"Kinabalu Squirrel, Inabalu Squirrel",,,FAO World Watch List - all Callosciurus spp. on RL
470,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus caniceps,Gray-bellied Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
471,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus erythraeus,Pallas's Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
472,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus finlaysonii,"Finlaysons Squirrel, Finlayson's Squirrel",,,FAO World Watch List - all Callosciurus spp. on RL
473,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus inornatus,Inornate Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
474,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus melanogaster,Mentawai Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
475,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus nigrovittatus,Black-striped Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
476,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus notatus,Plantain Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
477,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus orestes,Borneo Black-banded Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
478,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus phayrei,Phayre's Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
479,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus prevostii,Prevost's Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
480,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus pygerythrus,"Hoary-bellied Squirrel, Irrawaddy Squirrel",,,FAO World Watch List - all Callosciurus spp. on RL
481,Rodents,Rodentia,Sciuridae,Callosciurus,Callosciurus quinquestriatus,Anderson's Squirrel,,,FAO World Watch List - all Callosciurus spp. on RL
482,Rodents,Rodentia,Spalacidae,Rhizomys,Rhizomys pruinosus,Hoary Bamboo Rat,,,FAO World Watch List - all Rhizomys spp. on RL
483,Rodents,Rodentia,Spalacidae,Rhizomys,Rhizomys sinensis,Chinese Bamboo Rat,,,FAO World Watch List - all Rhizomys spp. on RL
484,Rodents,Rodentia,Spalacidae,Rhizomys,Rhizomys sumatrensis,"Indomalayan Bamboo Rat, Large Bamboo Rat",,,FAO World Watch List - all Rhizomys spp. on RL
485,Rodents,Rodentia,Thryonomyidae,Thryonomys,Thryonomys gregorianus,Lesser Cane Rat,,,FAO World Watch List 
486,Rodents,Rodentia,Thryonomyidae,Thryonomys,Thryonomys swinderianus,Greater Cane Rat,,,FAO World Watch List 
487,Rodents,Rodentia,,,Proechimys guyannensis,Cayenne Spiny Rat,,,FAO World Watch List 
488,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra aegagrus,Wild goat,C. a. hircus or C. hircus,,FAO World Watch List 
489,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra caucasica ,Western tur,C. a. hircus or C. hircus,,INCL GENUS CAPRA IUCN RL
490,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra cylindricornis ,Eastern tur,C. a. hircus or C. hircus,,INCL GENUS CAPRA IUCN RL
491,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra falconeri,,C. a. hircus or C. hircus,,FAO World Watch List 
492,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra ibex,Alpine ibex,C. a. hircus or C. hircus,,FAO World Watch List 
493,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra nubiana,Nubian ibex,C. a. hircus or C. hircus,,FAO World Watch List 
494,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra pyrenaica ,Iberian wild goat,C. a. hircus or C. hircus,,INCL GENUS CAPRA IUCN RL
495,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra sibirica,Siberian ibex,C. a. hircus or C. hircus,,INCL GENUS CAPRA IUCN RL
496,Sheep and goats,Artiodactyla,Bovidae,Capra,Capra walie ,Walia ibex,C. a. hircus or C. hircus,,INCL GENUS CAPRA IUCN RL
497,Sheep and goats,Artiodactyla,Bovidae,Ovis,Ovis ammon,Argali,Ovis aries,,FAO World Watch List 
498,Sheep and goats,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Bighorn sheep,Ovis aries,,FAO World Watch List 
499,Sheep and goats,Artiodactyla,Bovidae,Ovis,Ovis dalli,Thinhorn sheep / Dalli sheep,Ovis aries,,FAO World Watch List 
500,Sheep and goats,Artiodactyla,Bovidae,Ovis,Ovis nivicola,Snow sheep,Ovis aries,,FAO World Watch List 
501,Sheep and goats,Artiodactyla,Bovidae,Ovis,Ovis orientalis,Asian mouflon / Urial,Ovis aries,Includes supspp O. o. musimon (European mouflon) and O. o. vignei (Urial),FAO World Watch List 
502,Sheep and goats,CETARTIODACTYLA,Bovidae,Ammotragus,Ammotragus lervia,,,,McGowan 2010
503,Sheep and goats,CETARTIODACTYLA,Bovidae,Arabitragus,Arabitragus jayakari,,,,McGowan 2010
504,Sheep and goats,CETARTIODACTYLA,Bovidae,Budorcas,Budorcas taxicolor,,,,McGowan 2010
505,Sheep and goats,CETARTIODACTYLA,Bovidae,Capra,Capra caucasica,,,,McGowan 2010
506,Sheep and goats,CETARTIODACTYLA,Bovidae,Capra,Capra cylindricornis,,,,McGowan 2010
507,Sheep and goats,CETARTIODACTYLA,Bovidae,Capra,Capra pyrenaica,,,,McGowan 2010
508,Sheep and goats,CETARTIODACTYLA,Bovidae,Capra,Capra walie,,,,McGowan 2010
509,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis crispus,,,,McGowan 2010
510,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis milneedwardsii,,,,McGowan 2010
511,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis rubidus,,,,McGowan 2010
512,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis sumatraensis,,,,McGowan 2010
513,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis swinhoei,,,,McGowan 2010
514,Sheep and goats,CETARTIODACTYLA,Bovidae,Capricornis,Capricornis thar,,,,McGowan 2010
515,Sheep and goats,CETARTIODACTYLA,Bovidae,Hemitragus,Hemitragus jemlahicus,,,,McGowan 2010
516,Sheep and goats,CETARTIODACTYLA,Bovidae,Naemorhedus,Naemorhedus baileyi,,,,McGowan 2010
517,Sheep and goats,CETARTIODACTYLA,Bovidae,Naemorhedus,Naemorhedus caudatus,,,,McGowan 2010
518,Sheep and goats,CETARTIODACTYLA,Bovidae,Naemorhedus,Naemorhedus goral,,,,McGowan 2010
519,Sheep and goats,CETARTIODACTYLA,Bovidae,Naemorhedus,Naemorhedus griseus,,,,McGowan 2010
520,Sheep and goats,CETARTIODACTYLA,Bovidae,Nilgiritragus,Nilgiritragus hylocrius,,,,McGowan 2010
521,Sheep and goats,CETARTIODACTYLA,Bovidae,Oreamnos,Oreamnos americanus,,,,McGowan 2010
522,Sheep and goats,CETARTIODACTYLA,Bovidae,Pantholops,Pantholops hodgsonii,,,,McGowan 2010
523,Sheep and goats,CETARTIODACTYLA,Bovidae,Pseudois,Pseudois nayaur,,,,McGowan 2010
524,Sheep and goats,CETARTIODACTYLA,Bovidae,Pseudois,Pseudois schaeferi,,,,McGowan 2010
525,Sheep and goats,CETARTIODACTYLA,Bovidae,Rupicapra,Rupicapra pyrenaica,,,,McGowan 2010
526,Sheep and goats,CETARTIODACTYLA,Bovidae,Rupicapra,Rupicapra rupicapra,,,,McGowan 2010
527,Pigs,Artiodactyla,Suidae,Sus,Sus barbatus,Western bearded pig,,,IUCN RL - noted as at risk from hyribisation with S. scrofa
528,Pigs,Artiodactyla,Suidae,Sus,Sus cebifrons,Visayan Warty Pig,,,IUCN RL - noted as at risk from hyribisation with S. scrofa
529,Pigs,Artiodactyla,Suidae,Sus,Sus celebensis,Sulawesi Warty Pig,,,FAO World Watch List 
530,Pigs,Artiodactyla,Suidae,Sus,Sus oliveri,Oliver's Warty Pig,,,IUCN RL - noted as at risk from hyribisation with S. scrofa
531,Pigs,Artiodactyla,Suidae,Sus,Sus philippensis,Philippine Warty Pig,,,IUCN RL - noted as at risk from hyribisation with S. scrofa
532,Pigs,Artiodactyla,Suidae,Sus,Sus scrofa,Wild boar,,,FAO World Watch List 
533,Pigs,Artiodactyla,Suidae,Sus,Sus verrucosus,"Javan Warty Pig, Javan Pig",,,IUCN RL - noted as at risk from hyribisation with S. scrofa
