"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"156510","","Cassipourea","","gummiflua","","","","2","No","","","","","Africa","","","","","34"
"43357","","Castanea","","dentata","","","","73","No","","","","","US","x","","","","17"
"6989","","Castanea","","sativa","","","Reilly","2","No","","","","","Europe","","","","","21"
"192092","","Castela","","emoryi","","","","10","No","","","","","US","x","","","","17"
"6204","","Catalpa","","longissima","","","","9","No","","","","","Latin America and the Caribbean","","","","","39"
"1077","","Catha","","edulis","","","","49","No","Lower Risk: Least Concern","","","","Africa","","","","","34"
"1078","","Catharanthus","","roseus","","","","86","No","","","","","Africa","","","","","7, 10, 20, 12, 39, 36"
"9841","","Caulophyllum","","thalictroides","","","","61","No","","","","","US","x","","","","17"
"61442","","Cavacoa","","aurea","","","","1","No","","","","","Africa","x","","","","37"
"157375","","Caylusea","","abyssinica","","","","4","No","","","","","Africa","","","","","34"
"157182","","Cayratia","","gracilis","","","","1","No","","","","","Africa","","","","","34"
"43540","","Ceanothus","","americanus","","","","78","No","","","","","US","","","","","17"
"76932","","Cecropia","","glaziovi","","","","1","No","","","","","South America","","","","","19"
"77509","","Cecropia","","pachystachya","","","","5","No","","","","","South America","","","","","28"
"98688","","Cedrella","","odorata","","","","2","No","","","","","South America","","","","","31"
"192345","","Cedrelopsis","","grevei","","","","1","No","","","","","Africa","x","","","","29"
"18379","","Cedrus","","deodara","","","","142","No","Lower Risk: Least Concern","","","","India","","","wood, oil,","pulmonary diseases, rheumatism, piles, kidney stones, joint disorders","12"
"13079","","Celastrus","","paniculata","","","","0","No","","","","","India","","","seed, oil","rheumatic pain, leprosy, paralysis","12"
"43622","","Celosia","","argentea","f.","cristata","","12","No","","","","","Africa","","","","","34"
"142402","","Celosia","","cristata","","","","15","No","","","","","China","","","","","42"
"96760","","Celosia","","trigyna","","","","5","No","","","","","Africa","","","","","34"
"191637","","Cenchrus","","biflorus","","","","2","No","","","","","Africa","","","","","34"
"18630","","Centaurea","","cyanus","","","Black Ball","0","No","","","","","Europe","","","","","21"
"43719","","Centaurium","","erythraea","","","","39","No","","","","","Europe","","","","","21"
"1115","","Centella","","asiatica","","","","24","No","","","","","India, Africa","","","whole plant","skin diseases","12, 7"
"14261","","Centipeda","","minima","","","","5","No","","","","","China","","","","","22"
"80425","","Cephaelis","","ipecacuanha","","","","2","No","","","","","South America, India","","","root","","31, 12"
"1127","","Ceratonia","","siliqua","","","","101","No","","","","","India","","","bean, husk, pods","coughs","12"
"43817","","Ceratopteris","","thalictroides","","","","21","No","","","","","Africa","","","","","34"
"1137","","Cerbera","","manghas","","","","26","No","","","","","Africa","","","","","34"
"43840","","Cercestis","","mirabilis","","","","16","No","","","","","Africa","","","","","34"
"43866","","Cereus","","hildmannianus","","","","22","No","","","II","2003-02-13","Argentina , Bolivia , Brazil , Montserrat , Paraguay , Uruguay","x","Appendix II","","","13"
"43894","","Ceriops","","tagal","","","","3","No","Least Concern","","","","Africa","","","","","34"
"19934","","Ceropegia","","bulbosa","","","","7","No","","Vulnerable","II","1985-08-01","India","","","tuber","cold, eye diseases","12"
"4825","","Ceropegia","","woodii","subsp.","debilis","","5","No","","","","","China","x","Appendix II","","","13"
"163113","","Chaenomeles","","lagenaria","","","Balbenzii","1","No","","","","","China","","","","","22"
"136926","","Chaenomeles","","sinensis","","","","14","No","","","","","China","","","","","22"
"10525","","Chaenomeles","","speciosa","","","","88","No","","","","","China","","","","","42"
"156808","","Chamaecrista","","absus","","","","4","No","","","","","Africa","","","","","34"
"192944","","Chamaecrista","","nigricans","","","","1","No","","","","","Africa","","","","","34"
"44022","","Chamaelirium","","luteum","","","","18","No","","","","","US","x","","","","17"
"147586","","Chamissoa","","altissima","","","","2","No","","","","","Latin America and the Caribbean","","","","","39"
"181723","","Chamomilla","","recutita","","","","14","No","","","","","Europe","","","","","21"
"62321","","Changium","","smyrnioides","","","","7","No","","Endangered","","","","","","","","22"
"62318","","Changnienia","","amoena","","","","3","No","Endangered","Rare","II","2005-01-12","China","x","Appendix II","","","13"
"14616","","Chelidonium","","majus","","","","97","No","","","","","Europe","","","","","21"
"44098","","Chelone","","glabra","","","","75","No","","","","","US","x","","","","17"
"44113","","Chenopodium","","album","","","","39","Yes","","","","","Africa","","","","","34"
"1201","","Chenopodium","","ambrosioides","","","","53","Yes","","","","","South America, Africa and Madagascar, the Caribbean","","","","","31, 28, 39, 36"
"1203","","Chenopodium","","bonus-henricus","","","","64","Yes","","","","","Europe","x","","","","21"
"1204","","Chenopodium","","botrys","","","","19","Yes","","","","","Europe","","","","","21"
"157359","","Chenopodium","","opulifolium","","","","10","Yes","","","","","Africa","","","","","25"
"44147","","Chimaphila","","maculata","","","","20","No","","","","","US","","","","","17"
"44148","","Chimaphila","","umbellata","","","","19","No","","","","","US","","","","","17"
"147599","","Chiococca","","alba","","","","22","No","","","","","South America","","","","","31"
"1217","","Chionanthus","","virginicus","","","","165","No","","","","","US","","","","","17"
"147616","","Chondrodendron","","tomentosum","","","","10","No","","","","","South America","","","","","31"
"6020","","Chonemorpha","","fragrans","","","","14","No","","","","","India","x","","","","24"
"260075","","Chrysanthemum","","indicum","","","","10","No","","","","","China, India","","","whole plant","cold, headache, bronchitis, whooping cough, hysteria, fungal infection, stomachic","12, 22"
"8520","","Chrysanthemum","x","morifolium","","","cv.","0","No","","","","","China","","","","","42, 22"
"7265","","Chukrasia","","tabularis","","","","8","No","Lower Risk: Least Concern","","","","Africa","","","","","34"
"44360","","Cibotium","","barometz","","","","15","No","","","II","2000-07-19","China , Hong Kong, China , India , Indonesia , Japan , Malaysia , Myanmar , Papua New Guinea , Phili","x","Appendix II","","","13"
"44366","","Cicer","","arietinum","","","","26","Yes","","","","","India","","","seed","fever, dysmenorrhoea","12"
"1280","","Cichorium","","intybus","","","","87","No","","","","","India, Europe","","","whole plant","hepatic stimulant, increases bile secretion, tonic","12, 21"
"17411","","Cimicifuga","","foetida","","","","25","No","","","","","China","","","","","22"
"11903","","Cimicifuga","","racemosa","","","","79","No","","","","","US","x","","","","17"
"265560","","Cinchona","","officinalis","","","","6","Yes","","","","","India, South America","","","bark","malarial fever","12, 31"
"44402","","Cinchona","","succirubra","","","","2","Yes","","","","","Africa","","","","","36"
"1283","","Cinnamomum","","cassia","","","","10","Yes","","","","","China","","","","","42, 22"
"159109","","Cinnamomum","","glanduliferum","","","","9","Yes","","Indeterminate","","","India","","","wood ,leaf",".","12"
"44408","","Cinnamomum","","tamala","","","","4","Yes","","","","","India","x","","","","24"
"9254","","Cinnamomum","","verum","","","","34","Yes","","","","","Latin America and the Caribbean","","","","","39"
"1285","","Cinnamomum","","zeylanicum","","","","41","Yes","","","","","India, Africa and Madagascar","","","bark","","12, 36"
"44426","","Cirsium","","japonicum","","","","8","No","","","","","China","","","","","22"
"61760","","Cissampelos","","pareira","","","","5","No","","","","","South America, the Caribbean, India","","","","milk-purfier, antipyretic, blood purifier","31, 39, 12, 4"
"8183","","Cissus","","rhombifolia","","","","36","No","","","","","South America","","","","","31"
"8182","","Cissus","","rotundifolia","","","","25","No","","","","","Africa","x","","","","25"
"167879","","Cissus","","verticillata","","","","10","No","","","","","Latin America and the Caribbean","","","","","39"
"79687","","Citrullus","","colocynthis","","","","22","Yes","","","","","India","","","fruit","anti-cancer ingredient and powerful cathartic","12"
"1312","","Citrullus","","lanatus","","","","17","Yes","","","","","India, Africa","","","seed, fruit pulp","typhus fever","12, 34"
"96690","","Citrullus","","vulgaris","","","","1","Yes","","","","","India","","","seed, fruit pulp","typhus fever","12"
"70973","","Citrus","","aurantifolia","","","","28","No","","","","","India, Latin America and the Caribbean","","","fruit","antiseptic, stomachic, anti-scorbic","12, 39"
"1318","","Citrus","","aurantium","","","","52","No","","","","","China, Latin America and the Caribbean","","","","","22, 39"
"1322","","Citrus","","limetta","","","","5","No","","","","","Latin America and the Caribbean","","","","","39"
"1326","","Citrus","","medica","","","","46","No","","","","","India","","","rind, juice, oil","stomachic, sedative","12"
"1329","","Citrus","","reticulata","","","","53","No","","","","","China","","","","","42"
"1330","","Citrus","","sinensis","","","","66","No","","","","","India","","","rind",".","12"
"142426","","Clematis","","chinensis","","","","17","No","","","","","China","","","","","22"
"44658","","Clematis","","hexapetala","","","","26","No","","","","","China","","","","","42"
"14143","","Clematis","","montana","var.","grandiflora","","8","No","","","","","China","","","","","22"
"44657","","Clematis","","vitalba","","","","86","No","","","","","Europe","","","","","21"
"44697","","Cleome","","gynandra","","","","5","No","","","","","Africa","","","","","34"
"44693","","Cleome","","hirta","","","","3","No","","","","","Africa","","","","","34"
"157913","","Cleome","","monophylla","","","","5","No","","","","","Africa","","","","","34"
"9088","","Cleome","","viscosa","","","","8","No","","","","","Africa","","","","","34"
"44711","","Clerodendrum","","myricoides","","","","7","No","","","","","Africa","x","","","","25"
"9662","","Clerodendrum","","trichotomum","","","","97","No","","","","","China","","","","","22"
"1343","","Clitoria","","ternatea","","","","54","No","","","","","India","","","root, seed","epilepsy","12"
"44753","","Clivia","","caulescens","","","","23","No","","","","","Africa","x","","","","37"
"17152","","Clivia","","gardenii","","","","22","No","","","","","Africa","x","","","","37"
"1346","","Clivia","","miniata","","","","154","No","","","","","Africa","x","","","","37, 29"
"243246","","Clivia","","mirabilis","","","","2","No","","","","","Africa","x","","","","37"
"1347","","Clivia","","nobilis","","","","65","No","","","","","Africa","x","","","","37"
"1352","","Cnicus","","benedictus","","","","45","No","","","","","Europe","","","","","21"
"1353","","Cnidoscolus","","aconitifolius","","","","12","No","","","","","Africa","","","","","34"
"147813","","Coccinia","","adoensis","","","","1","No","","","","","Africa","","","","","34"
"147814","","Coccinia","","cordifolia","","","","0","No","","","","","India","","","leaf, root, fruit, bark","glycosuria","12"
"157159","","Coccinia","","grandis","","","","8","No","","","","","Africa","","","","","34"
"192409","","Cocculus","","hirsutus","","","","1","No","","","","","India","","","roots, leaf","skin disorders, fever","12, 4"
"147879","","Cochlospermum","","gossypium","","","","0","No","","","","","India","","","gum","cough","12"
"147882","","Cochlospermum","","planchonii","","","","1","No","","","","","Africa","","","","","5"
"5117","","Cocos","","nucifera","","","","70","No","","","","","South America, the Caribbean","","","","","31, 39"
"44811","","Codonopsis","","pilosula","","","","29","No","","","","","China","","","","","42, 22"
"1365","","Coffea","","arabica","","","","126","Yes","","","","","Latin America and the Caribbean","","","","","39"
"73234","","Coix","","lacryma","","","","1","No","","","","","South America","","","","","31"
"5635","","Coix","","lacryma-jobi","","","","55","No","","","","","Africa, China","","","","","34, 42"
"147972","","Cola","","sp.","","","","1","No","","","","","Africa","","","","","7"
"245054","","Colchicum","","automnale","","","","1","No","","","","","Europe","","","","","21"
"44932","","Colchicum","","luteum","","","","15","No","","","","","India","x","","","","14"
"156780","","Coldenia","","procumbens","","","","1","No","","","","","Africa","","","","","34"
"20408","","Coleus","","barbatus","","","","5","No","","","","","India","","","root","anti-hypertensive","12"
"45015","","Collinsonia","","canadensis","","","","39","No","","","","","US","x","","","","17"
"1377","","Colocasia","","esculenta","","","","92","No","","","","","Africa","","","","","34"
"157609","","Combretum","","glutinosum","","","","2","No","","","","","Africa","","","","","34"
"127851","","Combretum","","micranthum","","","","4","No","","","","","Africa","","","","","7"
"45117","","Commelina","","africana","var.","africana","","2","No","","","","","Africa","","","","","34"
"1389","","Commelina","","benghalensis","","","","22","No","","","","","Africa","","","","","34"
"79313","","Commelina","","communis","","","","33","No","","","","","China","","","","","22"
"1392","","Commiphora","","africana","","","","16","No","","","","","Africa","x","","","","25"
"157290","","Commiphora","","holtziana","","","","0","No","","","","","Africa","x","","","","25"
"192907","","Commiphora","","myrrha","","","","2","No","","","","","Africa, India","x","","","","25, 7, 12"
"134117","","Commiphora","","wightii","","","","6","No","Data Deficient","","","","India","x","","","","14"
"14680","","Conium","","maculatum","","","","65","No","","","","","North Pakistan","","","","","26"
"45243","","Consolida","","regalis","subsp.","regalis","","6","No","","","","","Europe","","","","","21"
"14633","","Convallaria","","majalis","","","","152","No","","","","","Europe","","","","","21"
"85339","","Convolvulus","","arvensis","","","","34","No","","","","","India, South America","","","plant, root",".","12, 31"
"264146","","Conyza","","floribunda","","","","1","No","","","","","South America","","","","","1"
"6510","","Copaifera","","officinalis","","","","8","No","","","","","South America","","","","","28, 31"
"61720","","Coptis","","chinensis","","","","9","No","","Vulnerable","","","China","","","","","42, 22"
"45333","","Coptis","","laciniata","","","","7","No","","","","","US","x","","","","17"
"142429","","Coptis","","teeta","","","","2","No","","Vulnerable","","","India","x","","root","skin diseases","30, 14, 27, 24, 12"
"45329","","Coptis","","trifolia","","","","13","No","","","","","US","x","","","","17"
"45340","","Corchorus","","olitorius","","","","28","No","","","","","Africa","","","","","34"
"45342","","Cordeauxia","","edulis","","","","4","No","Vulnerable","Rare","","","Africa","","","","","34"
"6247","","Cordia","","myxa","","","","18","No","","","","","India","","","gum","mild tonic","12"
"11191","","Coriandrum","","sativum","","","","77","No","","","","","India, Europe, South America","","","seed","menstrual disorders, skin diseases, conjunctivitis","12, 21, 31"
"45390","","Cornus","","mas","","","","189","No","","","","","Europe","","","","","21"
"13448","","Cornus","","officinalis","","","","109","No","","","","","China","","","","","42, 22"
"83400","","Corydalis","","bulbosa","","","","17","No","","","","","China","","","","","22"
"20516","","Corylus","","avellana","","","","133","No","Least Concern","","","","Europe","","","","","21"
"1442","","Costus","","speciosus","","","","45","No","","","","","India","","","root","purgative, depurative","10, 4, 12"
"19134","","Cotinus","","coggygria","","","","156","No","","","","","Europe","","","","","21"
"7160","","Couroupita","","guianensis","","","","34","No","Lower Risk: Least Concern","","","","South America","","","","","31"
"76156","","Crambe","","hispanica","var.","glabrata","","3","No","","","","","Africa","","","","","34"
"45920","","Crassocephalum","","crepidioides","","","","3","No","","","","","Africa","","","","","34"
"96770","","Crassocephalum","","rubens","","","","2","No","","","","","Africa","","","","","34"
"18725","","Crataegus","","cuneata","","","","20","No","","","","","China","","","","","22"
"18156","","Crataegus","","douglasii","","","","59","No","","","","","US","","","","","17"
"46015","","Crataegus","","monogyna","subsp.","monogyna","","6","No","","","","","Europe","","","","","21"
"46064","","Crataegus","","pinnatifida","","","","53","No","","","","","China","","","","","22"
"98732","","Crataeva","","nurvala","","","","1","No","","","","","India","","","bark, leaf,. root","urinary tract infections, kidney stones","12"
"98679","","Crataeva","","religiosa","","","","3","No","","","","","India","","","bark",".","12"
"270602","","Cremaspora","","triflora","","","","2","No","","","","","Africa","","","","","34"
"46134","","Cremastra","","appendiculata","","","","4","No","","","","","","x","Appendix II","","","13"
"1461","","Crescentia","","cujete","","","","68","No","","","","","Latin America and the Caribbean","","","","","39"
"1464","","Crinum","","jagus","","","","24","No","","","","","Africa","","","","","36"
"46171","","Crinum","","latifolium","","","","2","No","","","","","India","","","leaf , bulb","piles, fever, earache","12"
"1468","","Crocus","","sativus","","","","69","No","","","","","Africa, India","","","","skin diseases","34, 12"
"158014","","Crossopteryx","","febrifuga","","","","1","No","","","","","Africa","","","","","7"
"96870","","Crotalaria","","lachnophora","","","","3","No","","","","","Africa","","","","","34"
"46358","","Crotalaria","","natalitia","","","","2","No","","","","","Africa","","","","","34"
"159209","","Crotalaria","","ochroleuca","","","","2","No","","","","","Africa","","","","","34"
"9277","","Crotalaria","","verrucosa","","","","3","No","","","","","India","","","leaves","skin diseases","12"
"71076","","Croton","","eluteria","","","","5","No","","","","","South America","","","","","31"
"71077","","Croton","","tiglium","","","","14","No","","","","","China","","","","","42"
"6727","","Cucumis","","anguria","","","","15","Yes","","","","","Africa","","","","","34"
"14416","","Cucumis","","melo","subsp.","agrestis","","6","Yes","","","","","Africa","","","","","34"
"46513","","Cucumis","","metuliferus","","","","15","Yes","","","","","Africa","","","","","34"
"11181","","Cucumis","","sativus","","","Richmond Green Apple","0","Yes","","","","","Africa","","","","","34"
"46517","","Cucumis","","zeyheri","","","","3","Yes","","","","","Africa","","","","","34"
"46526","","Cucurbita","","ficifolia","","","","21","Yes","","","","","Africa","","","","","34"
"14490","","Cucurbita","","maxima","","","Golden Nugget","0","Yes","","","","","Africa","","","","","34"
"46523","","Cucurbita","","moschata","","","","17","Yes","","","","","Africa","","","","","34"
"12802","","Cucurbita","","pepo","","","Ambassador","1","Yes","","","","","India, Africa","","","seed","burn","12, 34"
"18602","","Cuminum","","cyminum","","","","22","No","","","","","India, Europe","","","fruit","stimulant","12, 21"
"71098","","Curculigo","","orchioides","","","","8","No","","","","","India","","","root","piles, jaundice, asthma","12"
"71103","","Curcuma","","angustifolia","","","","7","No","","","","","India","x","","","","24"
"46588","","Curcuma","","aromatica","","","","7","No","","","","","India","","","rhizome","tonic, carminative, external application on bruises, sprains","12"
"285795","","Curcuma","","caesia","","","","1","No","","","","","India","x","","","","30, 14, 24"
"14998","","Curcuma","","longa","","","","57","No","","","","","China, Africa, Latin America and the Caribbean","","","rhizome","anti-septic, anti-inflammatory (external & internal), anti-tumour, anti-diabetic, anti-oxidant","42, 34, 12, 10, 39, 31"
"1503","","Curcuma","","zedoaria","","","","25","No","","","","","India","","","rhizome","stomachic","12"
"18404","","Curtisia","","dentata","","","","7","No","","","","","Africa","x","","","","29"
"46591","","Cuscuta","","europaea","","","","22","No","","","","","Europe","","","","","21"
"166804","","Cuscuta","","reflexa","","","","10","No","","","","","India","","","seeds","liver stimulant, itching, carminative","12, 4"
"46646","","Cyathea","","dregei","","","","9","No","","","II","1977-02-04","Africa","x","Appendix II","","","13"
"46646","","Cyathea","","dregei","","","","9","No","","","II","1977-02-04","Africa","x","Appendix II","","","13"
"20334","","Cycas","","beddomei","","","","6","No","Critically Endangered","Endangered","I","1987-10-22","India","x","","","","27"
"1512","","Cycas","","circinalis","","","","123","No","Data Deficient","","II","1985-08-01","Indonesia , Madagascar , Myanmar , Papua New Guinea , Philippines , Sri Lanka , Thailand, India","x","Appendix II","","","13, 24"
"16560","","Cyclamen","","hederifolium","","","","111","No","","","II","1997-09-18","Europe","x","Appendix II","","","21, 13"
"46690","","Cyclamen","","purpurascens","","","","60","No","","","II","1997-09-18","Europe","x","Appendix II","","","13"
"46705","","Cyclanthera","","pedata","","","","27","No","","","","","Africa, South America","","","","","34, 31"
"77418","","Cydonia","","oblonga","","","Leskovacz","2","No","","","","","Europe","","","","","21"
"1530","","Cymbopogon","","citratus","","","","85","No","","","","","India, Africa and Madagascar, South America, the Caribbean","","","Leaf,","insomnia","12, 31, 36, 39"
"193457","","Cymbopogon","","schoenanthus","","","","4","No","","","","","India","","","grass","diuretic, fever, alopecia, respiratory disorders","12"
"142916","","Cynanchum","","atratum","","","","1","No","","","","","China","","","","","42, 22"
"1534","","Cynara","","scolymus","","","","44","No","","","","","South America, India","","","leaf","","31, 12"
"18582","","Cynodon","","dactylon","","","Greenlees Park","0","No","","","","","India, Europe","","","aerial parts","entire aboveground parts are crushed with water and used to cure nasal bleeding","40, 12"
"96717","","Cyperus","","articulatus","","","","6","No","","","","","South America","","","","","31"
"63186","","Cyperus","","rotundus","","","","13","No","Least Concern","","","","India, China, South America","","","tuber","stimulant","12, 22, 31"
"157231","","Cyphostemma","","adenocaule","subsp.","adenocaule","","1","No","","","","","Africa","","","","","34"
"46913","","Cypripedium","","acaule","","","","25","No","","","II","2005-01-12","US","x","","","","17"
"46897","","Cypripedium","","candidum","","","","11","No","","","II","2005-01-12","US","x","","","","17"
"46904","","Cypripedium","","kentuckiense","","","","17","No","","Rare","II","2005-01-12","US","x","","","","17"
"46894","","Cypripedium","","parviflorum","","","","14","No","","","II","2005-01-12","US","x","Appendix II","","","17, 13"
"46914","","Cypripedium","","reginae","","","","37","No","","","II","2005-01-12","US","x","","","","17"
"5507","","Cyrtanthus","","mackenii","","","","11","No","","","","","Africa","x","","","","37"
"148460","","Cyrtanthus","","obliquus","","","","8","No","","","","","Africa","x","","","","37"
"46940","","Cyrtorchis","","arcuata","subsp.","variabilis","","3","No","","","II","2005-01-12","Africa","x","Appendix II","","","13"
"70380","","Dacryodes","","edulis","","","","6","No","","","","","Africa","","","","","34"
"47034","","Dactylorhiza","","iberica","","","","2","No","","","II","2005-01-12","former USSR , Greece , Iran (Islamic Republic of) , Ukraine","x","Appendix II","","","13"
"47023","","Dactylorhiza","","romana","","","","2","No","","","II","2005-01-12","Europe, Iran, Syria, Russia, Tunisia","x","Appendix II","","","13"
"72966","","Dalbergia","","latifolia","","","","6","No","Vulnerable","","","","India","","","plant, root","dyspepsia, diarrhoea, obesity, worms, general debility, joint disorders","12"
"14426","","Dalbergia","","melanoxylon","","","","16","No","Lower Risk: Near Threatened","","","","Africa","x","","","","25"
"1575","","Datura","","metel","","","","42","No","","","","","China, India","","","seed","colick","42, 22, 10, 12"
"1576","","Datura","","stramonium","","","","71","No","","","","","India, Latin America and the Caribbean, Europe, Africa and Madagascar","","","leaf, seed","impotency, asthma, heart diseases, earache, baldness, anodyne, dandruff, fumitory, gums, sedative","12, 21, 36"
"1577","","Daucus","","carota","","","","70","No","","","","","India, Africa, Europe","","","seed","aromatic, stimulant, carminative, kidney diseases, nervine diseases","12, 34, 21"
"1580","","Delonix","","adansonioides","","","","14","No","","","","","Africa","x","","","","29"
"47247","","Delphinium","","brunonianum","","","","11","No","","","","","North Pakistan","","","","","26"
"47325","","Dendrobium","","acinaciforme","","","","8","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47528","","Dendrobium","","aduncum","","","","5","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47407","","Dendrobium","","aphyllum","","","","42","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47564","","Dendrobium","","bellatulum","","","","6","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47409","","Dendrobium","","bifarium","","","","2","No","","","II","2005-01-12","","x","Appendix II","","","13"
"136470","","Dendrobium","","candidum","","","","1","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47588","","Dendrobium","","cariniferum","","","","3","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47375","","Dendrobium","","chrysanthum","","","","15","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47460","","Dendrobium","","chryseum","","","","4","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47547","","Dendrobium","","crepidatum","","","","10","No","","","II","2005-01-12","","x","Appendix II","","","13"
"18747","","Dendrobium","","crumenatum","","","","39","No","","","II","2005-01-12","","x","Appendix II","","","13"
"18418","","Dendrobium","","densiflorum","","","","32","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47361","","Dendrobium","","devonianum","","","","6","No","","","II","2005-01-12","","x","Appendix II","","","13"
"18260","","Dendrobium","","discolor","","","","17","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47366","","Dendrobium","","falconeri","","","","8","No","","","II","2005-01-12","","x","Appendix II","","","13"
"17599","","Dendrobium","","fimbriatum","","","Oculatum","0","No","","","II","2005-01-12","","x","Appendix II","","","13"
"74804","","Dendrobium","","gibsonii","","","","8","No","","","II","2005-01-12","","x","Appendix II","","","13"
"142283","","Dendrobium","","hancockii","","","","8","No","","","II","2005-01-12","China","","","","","22"
"15740","","Dendrobium","","jenkinsii","","","","23","No","","","II","2005-01-12","","x","Appendix II","","","13"
"15006","","Dendrobium","","loddigesii","","","","44","No","","","II","2005-01-12","","x","Appendix II","","","13"
"13723","","Dendrobium","","nobile","","","","61","No","","","II","2005-01-12","China","","","","","42"
"47581","","Dendrobium","","pachyphyllum","","","","7","No","","","II","2005-01-12","","x","Appendix II","","","13"
"13001","","Dendrobium","","parishii","","","","30","No","","","II","2005-01-12","","x","Appendix II","","","13"
"71169","","Dendrobium","","planibulbe","","","","2","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47448","","Dendrobium","","primulinum","","","","23","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47404","","Dendrobium","","pulchellum","","","","31","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47479","","Dendrobium","","purpureum","","","","8","No","","","II","2005-01-12","","x","Appendix II","","","13"
"166550","","Dendrobium","","subulatum","","","","3","No","","","II","2005-01-12","","x","Appendix II","","","13"
"9894","","Dendrobium","","teretifolium","","","","16","No","","","II","2005-01-12","","x","Appendix II","","","13"
"260474","","Dendrobium","","terminale","","","","3","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47611","","Dendrobium","","tosaense","","","","3","No","","","II","2005-01-12","","x","Appendix II","","","13"
"47390","","Dendrobium","","williamsonii","","","","4","No","","","II","2005-01-12","","x","Appendix II","","","13"
"142286","","Dendrobium","","wilsonii","","","","1","No","Endangered","","II","2005-01-12","","x","Appendix II","","","13"
"47666","","Descurainia","","sophia","","","","25","No","","","","","China","","","","","22"
"191392","","Desmodium","","adscendens","","","","4","No","","","","","South America","","","","","31"
"156731","","Desmodium","","gangeticum","var.","gangeticum","","0","No","","","","","India","","","whole plant","fever, analgesic","12"
"191643","","Desmostachya","","bipinnata","","","","2","No","","","","","India","","","","diuretic, urinary tract infections","12"
"128021","","Detarium","","microcarpum","","","","3","No","","","","","Africa","","","","","34"
"10076","","Dianthus","","superbus","var.","speciosus","","7","No","","","","","China","","","","","42"
"47832","","Diaphananthe","","millarii","","","","3","No","","Rare","II","2005-01-12","Africa","x","Appendix II","","","13"
"47820","","Diaphananthe","","xanthopollinia","","","","1","No","","","","","","x","Appendix II","","","13"
"47862","","Dicentra","","canadensis","","","","34","No","","","","","US","x","","","","17"
"17669","","Dichroa","","febrifuga","","","","40","No","","","","","India, China","","","root, leaf","emetic","12, 22"
"157977","","Dicoma","","anomala","","","","2","No","","","","","Africa","x","","","","29"
"193745","","Dicoma","","tomentosa","","","","1","No","","","","","India","","",".",".","12"
"1621","","Dictyosperma","","album","","","","44","No","","","","","Africa","","","","","34"
"192895","","Digera","","muricata","subsp.","muricata","","1","No","","","","","Africa","","","","","34"
"47975","","Digitalis","","lanata","","","","89","No","","","","","Europe","","","","","21"
"12008","","Digitalis","","purpurea","var.","tomentosa","","0","No","","","","","India","","","leaf, seed","heart diseases, kidney diseases, wounds, burns","12"
"192129","","Digitaria","","exilis","","","","3","No","","","","","Africa","","","","","34"
"6751","","Dillenia","","indica","","","","39","No","","","","","India","","","","","10"
"48006","","Dinophora","","spenneroides","","","","1","No","","","","","Africa","","","","","34"
"6756","","Dionaea","","muscipula","","","","91","No","Vulnerable","Rare","II","1992-06-11","US","x","Appendix II","","","17, 13"
"81502","","Dioscorea","","batatas","","","","33","Yes","","","","","China","","","","","22"
"1642","","Dioscorea","","bulbifera","","","","64","Yes","","","","","India, China, Latin America and the Caribbean","","","tuber","blood-purifier, anthelmintic, aphrodisiac","12, 10, 42, 39"
"48050","","Dioscorea","","deltoidea","","","","9","Yes","","","II","1985-08-01","Afghanistan , Bhutan , Cambodia , China , India , Lao People's Democratic Republic , Nepal , Thailan","x","Appendix II","","","14, 27, 24, 13"
"48036","","Dioscorea","","dumetorum","","","","5","Yes","","","","","Africa","x","","","","29"
"5437","","Dioscorea","","elephantipes","","","","51","Yes","","Vulnerable","","","Africa","x","","","","37"
"79994","","Dioscorea","","floribunda","","","","3","Yes","","","","","India","","","","","30"
"13770","","Dioscorea","","nipponica","","","","31","Yes","","","","","China","","","","","22"
"48044","","Dioscorea","","opposita","","","","4","Yes","","","","","China","","","","","42"
"48038","","Dioscorea","","praehensilis","","","","3","Yes","","","","","Africa","","","","","34"
"166808","","Diospyros","","peregrina","","","","2","No","","","","","India","","","","","10"
"13108","","Diplocyclos","","palmatus","","","","9","No","","","","","Africa","","","","","34"
"96753","","Diplorhynchus","","condylocarpon","","","","2","No","","","","","Africa","","","","","34"
